BBCMB estimated integrated luminosity = BBCMB*ps/(1500.000 mb)
--> for all runs: 801.574562 nb<sup>-1</sup>
--> for good runs: 743.581801 nb<sup>-1</sup>

ZDCMB estimated integrated luminosity = ZDCMB*ps/(10.959 mb)
--> for all runs: 2141.563318 nb<sup>-1</sup>
--> for good runs: 1934.640498 nb<sup>-1</sup>

VPDMB estimated integrated luminosity = VPDMB*ps/(569.718 mb)
--> for all runs: 811.778132 nb<sup>-1</sup>
--> for good runs: 761.127666 nb<sup>-1</sup>

Total number of runs: 1784
Number of good runs: 1296

Run Index <--> Run Number
************************************
*    Row   *     index *    runnum *
************************************
*      483 *       483 *  16138018 *
*      484 *       484 *  16138019 *
*      485 *       485 *  16138020 *
*      486 *       486 *  16138021 *
*      487 *       487 *  16138022 *
*      488 *       488 *  16138023 *
*      489 *       489 *  16138024 *
*      490 *       490 *  16138025 *
*      491 *       491 *  16138026 *
*      492 *       492 *  16138027 *
*      493 *       493 *  16138028 *
*      494 *       494 *  16138029 *
*      495 *       495 *  16138030 *
*      496 *       496 *  16138040 *
*      497 *       497 *  16138042 *
*      498 *       498 *  16138043 *
*      499 *       499 *  16138044 *
*      500 *       500 *  16138045 *
*      501 *       501 *  16138046 *
*      502 *       502 *  16138047 *
*      503 *       503 *  16138048 *
*      504 *       504 *  16138049 *
*      505 *       505 *  16138050 *
*      506 *       506 *  16138051 *
*      507 *       507 *  16138052 *
*      508 *       508 *  16138053 *
*      509 *       509 *  16138054 *
*      510 *       510 *  16138055 *
*      511 *       511 *  16138056 *
*      512 *       512 *  16138059 *
*      513 *       513 *  16138060 *
*      514 *       514 *  16138061 *
*      515 *       515 *  16138062 *
*      516 *       516 *  16138063 *
*      517 *       517 *  16138064 *
*      518 *       518 *  16138065 *
*      519 *       519 *  16138066 *
*      520 *       520 *  16139001 *
*      521 *       521 *  16139002 *
*      522 *       522 *  16139003 *
*      523 *       523 *  16139004 *
*      524 *       524 *  16139005 *
*      525 *       525 *  16139006 *
*      526 *       526 *  16139007 *
*      527 *       527 *  16139008 *
*      528 *       528 *  16139009 *
*      529 *       529 *  16139010 *
*      530 *       530 *  16139011 *
*      531 *       531 *  16139012 *
*      532 *       532 *  16139013 *
*      533 *       533 *  16139014 *
*      534 *       534 *  16139018 *
*      535 *       535 *  16139019 *
*      536 *       536 *  16139020 *
*      537 *       537 *  16139021 *
*      538 *       538 *  16139022 *
*      539 *       539 *  16139023 *
*      540 *       540 *  16139024 *
*      541 *       541 *  16139025 *
*      542 *       542 *  16139026 *
*      543 *       543 *  16139027 *
*      544 *       544 *  16139028 *
*      545 *       545 *  16139029 *
*      546 *       546 *  16139030 *
*      547 *       547 *  16139031 *
*      548 *       548 *  16139032 *
*      549 *       549 *  16139033 *
*      550 *       550 *  16139034 *
*      551 *       551 *  16139054 *
*      552 *       552 *  16139055 *
*      553 *       553 *  16139056 *
*      554 *       554 *  16139057 *
*      555 *       555 *  16140001 *
*      556 *       556 *  16140002 *
*      557 *       557 *  16140003 *
*      558 *       558 *  16140004 *
*      559 *       559 *  16140007 *
*      560 *       560 *  16140008 *
*      561 *       561 *  16140009 *
*      562 *       562 *  16140010 *
*      563 *       563 *  16140011 *
*      564 *       564 *  16140012 *
*      565 *       565 *  16140013 *
*      566 *       566 *  16140014 *
*      567 *       567 *  16140015 *
*      568 *       568 *  16140016 *
*      569 *       569 *  16140017 *
*      570 *       570 *  16141003 *
*      571 *       571 *  16141004 *
*      572 *       572 *  16141005 *
*      573 *       573 *  16141006 *
*      574 *       574 *  16141007 *
*      575 *       575 *  16141008 *
*      576 *       576 *  16141009 *
*      577 *       577 *  16141010 *
*      578 *       578 *  16141011 *
*      579 *       579 *  16141012 *
*      580 *       580 *  16141013 *
*      581 *       581 *  16141014 *
*      582 *       582 *  16141015 *
*      583 *       583 *  16141016 *
*      584 *       584 *  16141017 *
*      585 *       585 *  16141018 *
*      586 *       586 *  16141019 *
*      587 *       587 *  16141020 *
*      588 *       588 *  16141021 *
*      589 *       589 *  16141022 *
*      590 *       590 *  16141026 *
*      591 *       591 *  16141029 *
*      592 *       592 *  16141031 *
*      593 *       593 *  16141032 *
*      594 *       594 *  16141033 *
*      595 *       595 *  16141034 *
*      596 *       596 *  16141035 *
*      597 *       597 *  16141036 *
*      598 *       598 *  16141037 *
*      599 *       599 *  16141038 *
*      600 *       600 *  16141039 *
*      601 *       601 *  16141040 *
*      602 *       602 *  16141041 *
*      603 *       603 *  16141049 *
*      604 *       604 *  16141050 *
*      605 *       605 *  16142001 *
*      606 *       606 *  16142002 *
*      607 *       607 *  16142003 *
*      608 *       608 *  16142004 *
*      609 *       609 *  16142005 *
*      610 *       610 *  16142006 *
*      611 *       611 *  16142007 *
*      612 *       612 *  16142008 *
*      613 *       613 *  16142009 *
*      614 *       614 *  16142010 *
*      615 *       615 *  16142011 *
*      616 *       616 *  16142012 *
*      617 *       617 *  16142013 *
*      618 *       618 *  16142014 *
*      619 *       619 *  16142015 *
*      620 *       620 *  16142016 *
*      621 *       621 *  16142018 *
*      622 *       622 *  16142019 *
*      623 *       623 *  16142022 *
*      624 *       624 *  16142023 *
*      625 *       625 *  16142024 *
*      626 *       626 *  16142025 *
*      627 *       627 *  16142026 *
*      628 *       628 *  16142027 *
*      629 *       629 *  16142028 *
*      630 *       630 *  16142029 *
*      631 *       631 *  16142030 *
*      632 *       632 *  16142032 *
*      633 *       633 *  16142033 *
*      634 *       634 *  16142034 *
*      635 *       635 *  16142035 *
*      636 *       636 *  16142036 *
*      637 *       637 *  16142037 *
*      638 *       638 *  16142038 *
*      639 *       639 *  16142039 *
*      640 *       640 *  16142040 *
*      641 *       641 *  16142041 *
*      642 *       642 *  16142042 *
*      643 *       643 *  16142043 *
*      644 *       644 *  16142044 *
*      645 *       645 *  16142045 *
*      646 *       646 *  16142046 *
*      647 *       647 *  16142047 *
*      648 *       648 *  16142048 *
*      649 *       649 *  16142049 *
*      650 *       650 *  16142050 *
*      651 *       651 *  16142060 *
*      652 *       652 *  16142061 *
*      653 *       653 *  16142062 *
*      654 *       654 *  16142064 *
*      655 *       655 *  16142065 *
*      656 *       656 *  16142066 *
*      657 *       657 *  16142067 *
*      658 *       658 *  16142068 *
*      659 *       659 *  16142069 *
*      660 *       660 *  16142070 *
*      661 *       661 *  16142071 *
*      662 *       662 *  16142072 *
*      663 *       663 *  16142073 *
*      664 *       664 *  16142074 *
*      665 *       665 *  16142075 *
*      666 *       666 *  16142076 *
*      667 *       667 *  16142077 *
*      668 *       668 *  16142078 *
*      669 *       669 *  16142079 *
*      670 *       670 *  16142080 *
*      671 *       671 *  16142081 *
*      672 *       672 *  16143002 *
*      673 *       673 *  16143003 *
*      674 *       674 *  16143004 *
*      675 *       675 *  16143005 *
*      676 *       676 *  16143006 *
*      677 *       677 *  16143007 *
*      678 *       678 *  16143008 *
*      679 *       679 *  16143009 *
*      680 *       680 *  16143010 *
*      681 *       681 *  16143011 *
*      682 *       682 *  16143012 *
*      683 *       683 *  16143013 *
*      684 *       684 *  16143014 *
*      685 *       685 *  16143015 *
*      686 *       686 *  16143016 *
*      687 *       687 *  16143017 *
*      688 *       688 *  16143018 *
*      689 *       689 *  16143019 *
*      690 *       690 *  16143020 *
*      691 *       691 *  16143021 *
*      692 *       692 *  16143022 *
*      693 *       693 *  16143023 *
*      694 *       694 *  16143027 *
*      695 *       695 *  16143029 *
*      696 *       696 *  16143031 *
*      697 *       697 *  16143032 *
*      698 *       698 *  16143033 *
*      699 *       699 *  16143034 *
*      700 *       700 *  16143035 *
*      701 *       701 *  16143036 *
*      702 *       702 *  16143037 *
*      703 *       703 *  16143038 *
*      704 *       704 *  16143039 *
*      705 *       705 *  16143040 *
*      706 *       706 *  16143041 *
*      707 *       707 *  16143042 *
*      708 *       708 *  16143043 *
*      709 *       709 *  16143044 *
*      710 *       710 *  16143045 *
*      711 *       711 *  16143046 *
*      712 *       712 *  16143052 *
*      713 *       713 *  16143053 *
*      714 *       714 *  16143054 *
*      715 *       715 *  16143055 *
*      716 *       716 *  16143056 *
*      717 *       717 *  16143057 *
*      718 *       718 *  16143058 *
*      719 *       719 *  16143059 *
*      720 *       720 *  16144001 *
*      721 *       721 *  16144002 *
*      722 *       722 *  16144003 *
*      723 *       723 *  16144004 *
*      724 *       724 *  16144005 *
*      725 *       725 *  16144006 *
*      726 *       726 *  16144007 *
*      727 *       727 *  16144008 *
*      728 *       728 *  16144012 *
*      729 *       729 *  16144013 *
*      730 *       730 *  16144014 *
*      731 *       731 *  16144015 *
*      732 *       732 *  16144016 *
*      733 *       733 *  16144017 *
*      734 *       734 *  16144018 *
*      735 *       735 *  16144019 *
*      736 *       736 *  16144020 *
*      737 *       737 *  16144021 *
*      738 *       738 *  16144022 *
*      739 *       739 *  16144023 *
*      740 *       740 *  16144024 *
*      741 *       741 *  16144025 *
*      742 *       742 *  16144026 *
*      743 *       743 *  16144027 *
*      744 *       744 *  16144031 *
*      745 *       745 *  16144034 *
*      746 *       746 *  16144036 *
*      747 *       747 *  16144037 *
*      748 *       748 *  16144038 *
*      749 *       749 *  16144039 *
*      750 *       750 *  16144040 *
*      751 *       751 *  16144041 *
*      752 *       752 *  16144042 *
*      753 *       753 *  16144043 *
*      754 *       754 *  16144054 *
*      755 *       755 *  16144055 *
*      756 *       756 *  16144056 *
*      757 *       757 *  16144057 *
*      758 *       758 *  16144058 *
*      759 *       759 *  16144059 *
*      760 *       760 *  16144060 *
*      761 *       761 *  16144061 *
*      762 *       762 *  16144062 *
*      763 *       763 *  16144063 *
*      764 *       764 *  16144064 *
*      765 *       765 *  16144065 *
*      766 *       766 *  16144066 *
*      767 *       767 *  16144067 *
*      768 *       768 *  16144070 *
*      769 *       769 *  16144071 *
*      770 *       770 *  16144072 *
*      771 *       771 *  16144073 *
*      772 *       772 *  16144074 *
